TaskID,UrgencyScore,FairnessCorrection,CongestionRisk,VEPS_PriorityScore,AssignedResourceLayer,AssignedResourceID,PlacementUtility
VSDT-00811,0.5572,0.0927,0.3252,0.661,Local Edge,EDGE-03,0.655
VSDT-00812,0.5131,0.3409,0.3491,0.6726,Local Edge,EDGE-03,0.7038
VSDT-00813,0,0.2735,0.2935,0.4029,Local Edge,EDGE-01,0.5998
VSDT-00814,0.2866,0.2233,0.2905,0.2103,Cloud,CLOUD-12,0.444
VSDT-00815,0.8169,0.0966,0.3449,0.7481,Local Edge,EDGE-04,0.7144
VSDT-00816,0.3463,0.0894,0.3093,0.4966,Local Edge,EDGE-06,0.6295
VSDT-00817,0.0969,0.0822,0.4146,0.3709,Local Edge,EDGE-01,0.5554
VSDT-00818,0.4192,0.2192,0.3166,0.6259,Local Edge,EDGE-03,0.6753
VSDT-00819,0.7085,0.2119,0.4311,0.5657,Local Edge,EDGE-03,0.634
VSDT-00820,0.6807,0.2638,0.3047,0.343,Peer Edge,EDGE-09,0.4976
VSDT-00821,0.6133,0.0789,0.4393,0.5184,Local Edge,EDGE-03,0.5952
VSDT-00822,0.3579,0.3418,0.4136,0.3841,Cloud,CLOUD-13,0.5042
VSDT-00823,0.4656,0.2753,0.376,0.2978,Local Edge,EDGE-03,0.4574
VSDT-00824,0.6001,-0.55,0.2821,0.6677,Local Edge,EDGE-01,0.6888
VSDT-00825,0.6535,0.0756,0.2921,0.5353,Local Edge,EDGE-01,0.6279
VSDT-00826,0.2362,0.2699,0.3502,0.4541,Local Edge,EDGE-06,0.6136
VSDT-00827,0.5784,-0.55,0.408,0.6931,Local Edge,EDGE-05,0.6604
VSDT-00828,0,0.2636,0.2943,0.1512,Peer Edge,EDGE-07,0.4406
VSDT-00829,0.8509,0.2636,0.3738,0.4466,Peer Edge,EDGE-08,0.56
VSDT-00830,0.5724,0.2646,0.4486,0.505,Local Edge,EDGE-03,0.6015
VSDT-00831,0.3699,0.2646,0.498,0.2289,Cloud,CLOUD-12,0.3886
VSDT-00832,0.4493,-0.55,0.2925,0.5072,Local Edge,EDGE-04,0.6315
VSDT-00833,0.306,-0.55,0.5038,0.4157,Local Edge,EDGE-03,0.5261
VSDT-00834,0.4626,-0.55,0.3171,0.6693,Local Edge,EDGE-04,0.6767
VSDT-00835,0,0.2604,0.5301,0.372,Local Edge,EDGE-04,0.5171
VSDT-00836,0.5547,0.2188,0.4227,0.2815,Peer Edge,EDGE-09,0.4444
VSDT-00837,0.1726,-0.55,0.2924,0.569,Local Edge,EDGE-04,0.6425
VSDT-00838,0.6287,-0.55,0.3963,0.545,Peer Edge,EDGE-09,0.569
VSDT-00839,0.5162,0.2138,0.6232,0.6099,Peer Edge,EDGE-08,0.5522
VSDT-00840,0,-0.55,0.3842,0.3571,Local Edge,EDGE-01,0.5345
VSDT-00841,0.5345,0.3471,0.2872,0.4738,Local Edge,EDGE-05,0.6413
VSDT-00842,0.3954,-0.55,0.407,0.6019,Local Edge,EDGE-03,0.5911
VSDT-00843,0.5354,0.2665,0.4899,0.5058,Local Edge,EDGE-03,0.5968
VSDT-00844,0.4187,0.2593,0.2567,0.4744,Local Edge,EDGE-02,0.6341
VSDT-00845,0,0.2685,0.2872,0.3761,Local Edge,EDGE-02,0.5961
VSDT-00846,0.2394,0.2613,0.376,0.5589,Peer Edge,EDGE-07,0.6283
VSDT-00847,0.0281,-0.55,0.3543,0.2919,Local Edge,EDGE-06,0.465
VSDT-00848,0.7687,0.2551,0.409,0.3563,Local Edge,EDGE-06,0.4987
VSDT-00849,0.3951,0.2142,0.3245,0.242,Cloud,CLOUD-12,0.4329
VSDT-00850,0.5296,-0.55,0.3458,0.5036,Local Edge,EDGE-01,0.554
VSDT-00851,0.3309,-0.55,0.3936,0.579,Local Edge,EDGE-04,0.6267
VSDT-00852,0.2599,-0.55,0.4601,0.4171,Local Edge,EDGE-02,0.5216
VSDT-00853,0.8332,0.2582,0.2483,0.4427,Local Edge,EDGE-01,0.5689
VSDT-00854,0.368,0.2592,0.5625,0.4435,Peer Edge,EDGE-08,0.5432
VSDT-00855,0.1498,0.2195,0.356,0.4307,Local Edge,EDGE-01,0.5897
VSDT-00856,0,-0.55,0.313,0.345,Local Edge,EDGE-04,0.5498
VSDT-00857,0.0785,0.253,0.5579,0.3963,Local Edge,EDGE-04,0.5186
VSDT-00858,0,-0.55,0.4343,0.4779,Local Edge,EDGE-04,0.549
VSDT-00859,0.3613,0.247,0.5751,0.4788,Peer Edge,EDGE-09,0.5524
VSDT-00860,0.861,-0.55,0.5685,0.3923,Peer Edge,EDGE-08,0.434
VSDT-00861,0,0.1036,0.395,0.2972,Local Edge,EDGE-02,0.4891
VSDT-00862,0.6383,0.2167,0.4365,0.5334,Local Edge,EDGE-04,0.6305
VSDT-00863,0.6812,0.2097,0.2268,0.5387,Local Edge,EDGE-06,0.6622
VSDT-00864,0.6306,0.106,0.4468,0.3185,Local Edge,EDGE-06,0.427
VSDT-00865,0.353,0.2038,0.3694,0.4565,Local Edge,EDGE-02,0.5599
VSDT-00866,0.6462,-0.55,0.4875,0.5017,Peer Edge,EDGE-10,0.5598
VSDT-00867,0.6895,-0.55,0.344,0.5288,Cloud,CLOUD-13,0.5853
VSDT-00868,0.5705,-0.55,0.2154,0.2866,Peer Edge,EDGE-07,0.4785
VSDT-00869,0.5145,-0.55,0.4596,0.4996,Peer Edge,EDGE-07,0.5352
VSDT-00870,0.3493,-0.55,0.425,0.4846,Local Edge,EDGE-03,0.6025
VSDT-00871,0.6176,0.1064,0.3223,0.474,Cloud,CLOUD-12,0.5942
VSDT-00872,0.0845,0.2669,0.5227,0.3432,Peer Edge,EDGE-08,0.4712
VSDT-00873,0,-0.55,0.3395,0.3483,Local Edge,EDGE-06,0.5491
VSDT-00874,0.6571,0.3634,0.317,0.5323,Peer Edge,EDGE-08,0.6237
VSDT-00875,0.3483,-0.55,0.3948,0.1693,Peer Edge,EDGE-09,0.374
VSDT-00876,0.5892,0.1032,0.3631,0.5001,Local Edge,EDGE-06,0.5942
VSDT-00877,0.4128,0.2074,0.1985,0.4959,Local Edge,EDGE-05,0.6749
VSDT-00878,0.6804,0.2559,0.4743,0.5657,Peer Edge,EDGE-07,0.5771
VSDT-00879,0.3264,0.249,0.3514,0.4545,Cloud,CLOUD-14,0.5904
VSDT-00880,0.5785,0.2658,0.4194,0.513,Local Edge,EDGE-05,0.6148
VSDT-00881,0.3606,0.3614,0.4251,0.4511,Local Edge,EDGE-06,0.6066
VSDT-00882,0.4822,0.1024,0.3775,0.4144,Local Edge,EDGE-01,0.5414
VSDT-00883,0.2049,-0.55,0.317,0.5749,Local Edge,EDGE-04,0.6401
VSDT-00884,0.7621,-0.55,0.3451,0.5557,Peer Edge,EDGE-10,0.603
VSDT-00885,0,-0.55,0.6182,0.345,Peer Edge,EDGE-07,0.4612
VSDT-00886,0,0.2471,0.3696,0.5012,Local Edge,EDGE-01,0.581
VSDT-00887,0.8146,0.2089,0.3619,0.7295,Local Edge,EDGE-01,0.6889
VSDT-00888,0.6902,0.3585,0.3554,0.7456,Local Edge,EDGE-03,0.7326
VSDT-00889,0.4865,-0.55,0.3623,0.5967,Local Edge,EDGE-02,0.595
VSDT-00890,0.6337,-0.55,0.327,0.6474,Local Edge,EDGE-05,0.6227
VSDT-00891,0,-0.55,0.4532,0.1157,Cloud,CLOUD-13,0.3342
VSDT-00892,0.5542,-0.55,0.5066,0.5083,Local Edge,EDGE-05,0.5556
VSDT-00893,0.0084,-0.55,0.3399,0.5175,Local Edge,EDGE-01,0.6009
VSDT-00894,0.7532,0.2461,0.366,0.3945,Local Edge,EDGE-03,0.5017
VSDT-00895,0.6391,0.1074,0.3674,0.6627,Cloud,CLOUD-13,0.6401
VSDT-00896,0.1217,0.1008,0.1869,0.4177,Local Edge,EDGE-05,0.6133
VSDT-00897,0.8554,0.2723,0.2002,0.3516,Local Edge,EDGE-02,0.5203
VSDT-00898,0,-0.55,0.2494,0.3832,Local Edge,EDGE-03,0.573
VSDT-00899,0.6401,0.2664,0.2718,0.6856,Local Edge,EDGE-03,0.6848
VSDT-00900,0.5199,-0.55,0.2941,0.6329,Local Edge,EDGE-02,0.6443
VSDT-00901,0.5614,-0.55,0.4133,0.6794,Local Edge,EDGE-01,0.6649
VSDT-00902,0.284,0.1,0.4953,0.411,Peer Edge,EDGE-10,0.5253
VSDT-00903,0.649,0.3624,0.3275,0.5533,Local Edge,EDGE-06,0.6366
VSDT-00904,0.2687,-0.55,0.2178,0.4256,Local Edge,EDGE-01,0.5922
VSDT-00905,0.1635,0.249,0.2003,0.2089,Cloud,CLOUD-12,0.4567
VSDT-00906,0.3927,0.2184,0.3903,0.4059,Cloud,CLOUD-14,0.5102
VSDT-00907,0,0.2653,0.4008,0.2712,Cloud,CLOUD-14,0.4683
VSDT-00908,0.8597,0.2117,0.223,0.4371,Local Edge,EDGE-01,0.5491
VSDT-00909,0.5547,-0.55,0.4638,0.6415,Peer Edge,EDGE-07,0.5906
VSDT-00910,0.6366,-0.55,0.5267,0.525,Peer Edge,EDGE-11,0.539
VSDT-00911,0.5453,-0.55,0.3673,0.4964,Local Edge,EDGE-06,0.5997
VSDT-00912,0.2847,0.3604,0.4013,0.6307,Local Edge,EDGE-06,0.684
VSDT-00913,0.3616,0.27,0.3583,0.3008,Cloud,CLOUD-12,0.5024
VSDT-00914,0.1398,0.3544,0.4487,0.3947,Local Edge,EDGE-04,0.5462
VSDT-00915,0,0.2642,0.2865,0.1756,Peer Edge,EDGE-09,0.4541
VSDT-00916,0.7189,0.3477,0.4177,0.395,Local Edge,EDGE-02,0.5054
VSDT-00917,0,-0.55,0.3811,0.2943,Peer Edge,EDGE-08,0.4545
VSDT-00918,0,0.2652,0.3775,0.4002,Local Edge,EDGE-06,0.5855
VSDT-00919,0.4263,0.1061,0.2429,0.6055,Peer Edge,EDGE-07,0.661
VSDT-00920,0,-0.55,0.4092,0.1116,Peer Edge,EDGE-08,0.3696
VSDT-00921,0.1617,0.2585,0.4869,0.4131,Peer Edge,EDGE-11,0.5185
VSDT-00922,0,0.267,0.3494,0.5102,Local Edge,EDGE-05,0.6401
VSDT-00923,0.0039,-0.55,0.2299,0.3678,Local Edge,EDGE-05,0.5795
VSDT-00924,0.4924,0.3442,0.3938,0.494,Local Edge,EDGE-06,0.6188
VSDT-00925,0,-0.55,0.3207,0.3274,Local Edge,EDGE-02,0.5387
VSDT-00926,0.5335,0.2556,0.3581,0.6755,Local Edge,EDGE-03,0.7002
VSDT-00927,0,-0.55,0.5345,0.3732,Peer Edge,EDGE-09,0.4906
VSDT-00928,0.6504,0.1064,0.456,0.5514,Local Edge,EDGE-02,0.6208
VSDT-00929,0.7027,0.22,0.4266,0.3444,Cloud,CLOUD-14,0.4509
VSDT-00930,0.2965,0.3408,0.3843,0.4488,Local Edge,EDGE-05,0.5651
VSDT-00931,0.7643,0.1022,0.3241,0.5602,Local Edge,EDGE-01,0.6261
VSDT-00932,0.6132,0.0959,0.3855,0.6603,Local Edge,EDGE-06,0.6542
VSDT-00933,0.2192,0.0896,0.4155,0.3665,Local Edge,EDGE-04,0.5128
VSDT-00934,0.735,0.2696,0.3395,0.5407,Local Edge,EDGE-04,0.6429
VSDT-00935,0.5228,0.2184,0.2397,0.6793,Local Edge,EDGE-06,0.7092
VSDT-00936,0.6412,0.2639,0.3863,0.4824,Local Edge,EDGE-06,0.5706
VSDT-00937,0.6402,0.3391,0.3575,0.7363,Local Edge,EDGE-04,0.7382
VSDT-00938,0.6688,-0.55,0.3312,0.6805,Local Edge,EDGE-01,0.6718
VSDT-00939,0,0.2593,0.3394,0.5203,Local Edge,EDGE-01,0.6357
VSDT-00940,0.4612,0.3333,0.3619,0.5107,Local Edge,EDGE-01,0.6477
VSDT-00941,0.4714,-0.55,0.4917,0.4899,Peer Edge,EDGE-08,0.5192
VSDT-00942,0.7772,0.2167,0.4748,0.5769,Local Edge,EDGE-03,0.6044
VSDT-00943,0.3303,-0.55,0.5438,0.1855,Cloud,CLOUD-12,0.3425
VSDT-00944,0.6127,0.2629,0.3123,0.5008,Local Edge,EDGE-02,0.6344
VSDT-00945,0,-0.55,0.1929,0.1451,Cloud,CLOUD-13,0.4393
VSDT-00946,0.6307,0.2638,0.3006,0.7195,Local Edge,EDGE-04,0.7226
VSDT-00947,0.4459,0.3309,0.3191,0.3267,Cloud,CLOUD-13,0.5058
VSDT-00948,0.5768,0.2583,0.2513,0.5059,Local Edge,EDGE-05,0.6185
VSDT-00949,0,0.2592,0.3596,0.3603,Local Edge,EDGE-04,0.5703
VSDT-00950,0.4843,-0.55,0.4102,0.5046,Local Edge,EDGE-03,0.5896
VSDT-00951,0.0007,0.2171,0.4743,0.1326,Cloud,CLOUD-12,0.3647
VSDT-00952,0.0113,-0.55,0.3762,0.1594,Cloud,CLOUD-13,0.4048
VSDT-00953,0.5406,-0.55,0.3654,0.6719,Local Edge,EDGE-05,0.6759
VSDT-00954,0,0.2126,0.418,0.362,Peer Edge,EDGE-08,0.5468
VSDT-00955,0.7382,0.3293,0.2636,0.4237,Local Edge,EDGE-02,0.5938
VSDT-00956,0.6108,0.2573,0.4602,0.5631,Peer Edge,EDGE-09,0.6211
VSDT-00957,0.2402,0.1044,0.1747,0.2942,Cloud,CLOUD-12,0.5236
VSDT-00958,0.4975,-0.55,0.4615,0.5306,Local Edge,EDGE-06,0.563
VSDT-00959,0,0.3245,0.3779,0.3007,Cloud,CLOUD-12,0.4751
VSDT-00960,0.8053,0.26,0.5667,0.3805,Peer Edge,EDGE-08,0.4407
VSDT-00961,0.4699,0.2536,0.394,0.6371,Local Edge,EDGE-01,0.6638
VSDT-00962,0.5798,0.3197,0.5127,0.5436,Peer Edge,EDGE-10,0.5808
VSDT-00963,0.5156,0.2627,0.4449,0.4945,Local Edge,EDGE-01,0.5965
VSDT-00964,0.0961,-0.55,0.1875,0.5126,Local Edge,EDGE-05,0.6177
VSDT-00965,0.4091,0.25,0.4749,0.2113,Cloud,CLOUD-12,0.3686
VSDT-00966,0.0254,0.1068,0.3103,0.3382,Local Edge,EDGE-03,0.5309
VSDT-00967,0,0.1007,0.2931,0.2614,Peer Edge,EDGE-11,0.4613
VSDT-00968,0.715,-0.55,0.363,0.7278,Local Edge,EDGE-04,0.6878
VSDT-00969,0,0.2455,0.3189,0.378,Local Edge,EDGE-02,0.5825
VSDT-00970,0.7819,0.1018,0.447,0.6905,Local Edge,EDGE-04,0.6326
VSDT-00971,0.3808,-0.55,0.409,0.6327,Local Edge,EDGE-04,0.6495
VSDT-00972,0.6221,-0.55,0.5736,0.5257,Peer Edge,EDGE-08,0.5249
VSDT-00973,0.2531,-0.55,0.3977,0.235,Peer Edge,EDGE-10,0.4262
VSDT-00974,0.2659,-0.55,0.4297,0.2202,Cloud,CLOUD-12,0.425
VSDT-00975,0.4915,-0.55,0.4828,0.467,Peer Edge,EDGE-09,0.5072
VSDT-00976,0.6118,-0.55,0.4196,0.6499,Local Edge,EDGE-06,0.6344
VSDT-00977,0.0486,0.2518,0.5344,0.1743,Cloud,CLOUD-13,0.4001
VSDT-00978,0.1231,0.2313,0.3566,0.4276,Local Edge,EDGE-03,0.5891
VSDT-00979,0,0.3246,0.3279,0.1452,Peer Edge,EDGE-08,0.4095
VSDT-00980,0.4504,0.1043,0.2751,0.5324,Local Edge,EDGE-05,0.6566
VSDT-00981,0.6113,0.3254,0.3811,0.5177,Local Edge,EDGE-03,0.6301
VSDT-00982,0,0.0993,0.3142,0.3456,Local Edge,EDGE-02,0.5526
VSDT-00983,0.7259,-0.55,0.4611,0.6849,Local Edge,EDGE-05,0.6204
VSDT-00984,0.6108,0.1004,0.3406,0.6994,Local Edge,EDGE-02,0.7062
VSDT-00985,0.191,0.3208,0.5004,0.1936,Peer Edge,EDGE-07,0.362
VSDT-00986,0.5324,-0.55,0.3636,0.5429,Local Edge,EDGE-04,0.6411
VSDT-00987,0.2611,0.0965,0.3364,0.4702,Local Edge,EDGE-05,0.5974
VSDT-00988,0.3832,0.2315,0.3457,0.2464,Cloud,CLOUD-14,0.4392
VSDT-00989,0.101,0.2746,0.3326,0.4087,Local Edge,EDGE-01,0.5572
VSDT-00990,0.8083,0.2685,0.3051,0.7653,Local Edge,EDGE-02,0.7436
VSDT-00991,0.6811,-0.55,0.4917,0.7202,Local Edge,EDGE-01,0.6795
VSDT-00992,0.0685,0.2561,0.3386,0.3893,Local Edge,EDGE-04,0.555
VSDT-00993,0,0.3201,0.3609,0.3507,Local Edge,EDGE-03,0.5592
VSDT-00994,0.708,0.3201,0.3547,0.5384,Local Edge,EDGE-01,0.6179
VSDT-00995,0,0.0968,0.3033,0.5461,Local Edge,EDGE-03,0.6548
VSDT-00996,0.5454,-0.55,0.3313,0.5117,Local Edge,EDGE-06,0.6021
VSDT-00997,0.4854,0.3147,0.5059,0.4787,Local Edge,EDGE-02,0.5719
VSDT-00998,0.5043,-0.55,0.3275,0.6767,Local Edge,EDGE-03,0.697
VSDT-00999,0.6104,0.2326,0.5737,0.4984,Peer Edge,EDGE-08,0.5405
VSDT-01000,0.8639,-0.55,0.2413,0.761,Local Edge,EDGE-06,0.7358
VSDT-01001,0.3888,-0.55,0.3688,0.5779,Local Edge,EDGE-03,0.5938
VSDT-01002,0.1414,0.1031,0.3323,0.4143,Local Edge,EDGE-04,0.5853
VSDT-01003,0.7849,0.0972,0.401,0.5198,Local Edge,EDGE-06,0.588
VSDT-01004,0,0.2578,0.2731,0.395,Local Edge,EDGE-06,0.6017
VSDT-01005,0,0.3141,0.4515,0.3336,Cloud,CLOUD-13,0.5216
VSDT-01006,0.3709,-0.55,0.3243,0.4496,Local Edge,EDGE-05,0.581
VSDT-01007,0.6124,0.2535,0.5664,0.6614,Peer Edge,EDGE-09,0.5946
VSDT-01008,0.6005,-0.55,0.5552,0.5088,Peer Edge,EDGE-08,0.5161
VSDT-01009,0.1193,0.3103,0.4381,0.3796,Peer Edge,EDGE-11,0.546
VSDT-01010,0.7455,0.3042,0.3849,0.5563,Local Edge,EDGE-06,0.6235
VSDT-01011,0.4703,0.25,0.297,0.2507,Peer Edge,EDGE-08,0.454
VSDT-01012,0.426,0.0997,0.4374,0.5781,Local Edge,EDGE-06,0.5997
VSDT-01013,0.5769,0.0938,0.4827,0.4999,Local Edge,EDGE-05,0.5553
VSDT-01014,0.7092,-0.55,0.4051,0.3229,Local Edge,EDGE-04,0.4734
VSDT-01015,0.4145,0.089,0.3513,0.6495,Local Edge,EDGE-05,0.6776
VSDT-01016,0.3658,0.2474,0.3139,0.2469,Cloud,CLOUD-12,0.4664
VSDT-01017,0.5211,0.0843,0.514,0.4819,Local Edge,EDGE-04,0.5282
VSDT-01018,0,-0.55,0.3185,0.1426,Cloud,CLOUD-14,0.4016
VSDT-01019,0,0.0785,0.3208,0.3701,Local Edge,EDGE-03,0.5728
VSDT-01020,0,-0.55,0.3453,0.1177,Peer Edge,EDGE-08,0.3793
VSDT-01021,0.6289,-0.55,0.4427,0.6455,Peer Edge,EDGE-07,0.6005
VSDT-01022,0.5727,0.0806,0.465,0.6431,Local Edge,EDGE-02,0.6355
VSDT-01023,0,0.0806,0.3768,0.3917,Local Edge,EDGE-05,0.5737
VSDT-01024,0.2257,0.244,0.2894,0.2399,Cloud,CLOUD-12,0.5148
VSDT-01025,0.266,0.3061,0.489,0.4677,Peer Edge,EDGE-11,0.5745
VSDT-01026,0.547,-0.55,0.2222,0.3745,Local Edge,EDGE-06,0.5343
VSDT-01027,0,0.3009,0.1949,0.1658,Cloud,CLOUD-12,0.4788
VSDT-01028,0.7181,0.2398,0.2574,0.7086,Cloud,CLOUD-12,0.7018
VSDT-01029,0.2769,0.3017,0.436,0.5913,Local Edge,EDGE-04,0.6072
VSDT-01030,0.7882,0.2889,0.2787,0.7308,Local Edge,EDGE-01,0.7128
VSDT-01031,0.4008,0.2965,0.6066,0.5903,Peer Edge,EDGE-10,0.5449
VSDT-01032,0.7153,0.2905,0.3696,0.7213,Local Edge,EDGE-04,0.7158
VSDT-01033,0.4891,-0.55,0.2253,0.426,Local Edge,EDGE-03,0.5773
VSDT-01034,0.2832,0.2854,0.314,0.621,Local Edge,EDGE-02,0.6783
VSDT-01035,0.0627,0.2525,0.416,0.1689,Cloud,CLOUD-14,0.3771
VSDT-01036,0.4724,-0.55,0.3552,0.5144,Peer Edge,EDGE-08,0.6047
VSDT-01037,0.233,-0.55,0.4098,0.3421,Cloud,CLOUD-14,0.4467
VSDT-01038,0.3234,0.2811,0.5136,0.4415,Local Edge,EDGE-03,0.5435
VSDT-01039,0.6689,0.2483,0.2771,0.5519,Local Edge,EDGE-04,0.6692
VSDT-01040,0.556,0.095,0.3807,0.2882,Local Edge,EDGE-04,0.4663
VSDT-01041,0.4963,0.2433,0.2115,0.2775,Local Edge,EDGE-04,0.514
VSDT-01042,0,-0.55,0.3414,0.3693,Local Edge,EDGE-05,0.5405
VSDT-01043,0.197,0.2776,0.3637,0.1476,Cloud,CLOUD-12,0.4107
VSDT-01044,0.7933,0.2383,0.3681,0.6873,Local Edge,EDGE-06,0.6606
VSDT-01045,0.5928,0.0923,0.427,0.6976,Local Edge,EDGE-06,0.677
VSDT-01046,0.3482,-0.55,0.3389,0.5896,Local Edge,EDGE-04,0.6207
VSDT-01047,0,-0.55,0.3271,0.3652,Local Edge,EDGE-01,0.5517
VSDT-01048,0.4403,0.2483,0.3812,0.6368,Local Edge,EDGE-02,0.6424
VSDT-01049,0.5427,-0.55,0.3486,0.6806,Local Edge,EDGE-05,0.668
VSDT-01050,0.245,0.2367,0.4159,0.4209,Local Edge,EDGE-03,0.5728
VSDT-01051,0.0967,-0.55,0.4498,0.3951,Local Edge,EDGE-02,0.531
VSDT-01052,0.3574,0.0927,0.457,0.3828,Local Edge,EDGE-05,0.5026
VSDT-01053,0,0.2326,0.4476,0.1782,Cloud,CLOUD-12,0.3783
VSDT-01054,0.7394,0.2797,0.3757,0.3212,Peer Edge,EDGE-08,0.4735
VSDT-01055,0,-0.55,0.3336,0.4978,Local Edge,EDGE-02,0.5957
VSDT-01056,0.3765,0.2747,0.3918,0.6494,Local Edge,EDGE-04,0.6829
VSDT-01057,0.7642,0.0911,0.4705,0.7119,Local Edge,EDGE-06,0.6505
VSDT-01058,0.6042,0.0855,0.3585,0.652,Local Edge,EDGE-02,0.6499
VSDT-01059,0.687,-0.55,0.3756,0.6879,Local Edge,EDGE-04,0.666
VSDT-01060,0.7641,0.2319,0.4524,0.5719,Local Edge,EDGE-04,0.6207
VSDT-01061,0.6209,0.2721,0.154,0.3443,Cloud,CLOUD-14,0.5387
VSDT-01062,0.4962,-0.55,0.3989,0.5124,Local Edge,EDGE-01,0.614
VSDT-01063,0.0647,-0.55,0.4144,0.3937,Local Edge,EDGE-03,0.5372
VSDT-01064,0.1264,-0.55,0.3902,0.4141,Local Edge,EDGE-06,0.5645
VSDT-01065,0.2583,0.2296,0.4887,0.5346,Peer Edge,EDGE-07,0.519
VSDT-01066,0.6172,-0.55,0.3462,0.6743,Local Edge,EDGE-04,0.6665
VSDT-01067,0.5738,-0.55,0.4364,0.4899,Local Edge,EDGE-06,0.5212
VSDT-01068,0.0499,0.0889,0.2114,0.3772,Local Edge,EDGE-06,0.581
VSDT-01069,0.7466,0.2264,0.3167,0.5426,Local Edge,EDGE-06,0.6196
VSDT-01070,0.6031,0.0844,0.4113,0.5221,Local Edge,EDGE-02,0.5936
VSDT-01071,0.2943,-0.55,0.3615,0.4653,Local Edge,EDGE-02,0.5789
VSDT-01072,0.6681,0.0789,0.2994,0.5363,Local Edge,EDGE-05,0.6282
VSDT-01073,0.229,-0.55,0.4679,0.1791,Cloud,CLOUD-13,0.3903
VSDT-01074,0.1795,0.2233,0.3991,0.371,Local Edge,EDGE-04,0.5445
VSDT-01075,0,-0.55,0.3801,0.4976,Local Edge,EDGE-02,0.5981
VSDT-01076,0.7211,-0.55,0.369,0.7133,Local Edge,EDGE-04,0.6718
VSDT-01077,0.3724,-0.55,0.4875,0.4538,Peer Edge,EDGE-11,0.5245
VSDT-01078,0,-0.55,0.2022,0.3956,Local Edge,EDGE-06,0.6198
VSDT-01079,0.5594,0.2782,0.4109,0.3194,Peer Edge,EDGE-10,0.4982
VSDT-01080,0.678,0.221,0.2903,0.5753,Local Edge,EDGE-05,0.6632
VSDT-01081,0,-0.55,0.4929,0.371,Local Edge,EDGE-05,0.4807
VSDT-01082,0.7577,-0.55,0.4671,0.6667,Local Edge,EDGE-02,0.5997
VSDT-01083,0.1001,0.2677,0.3829,0.581,Local Edge,EDGE-05,0.6617
VSDT-01084,0,0.3191,0.2648,0.3783,Local Edge,EDGE-06,0.6144
VSDT-01085,0.7728,-0.55,0.5004,0.5978,Local Edge,EDGE-01,0.5892
VSDT-01086,0.3785,0.2749,0.3516,0.6536,Local Edge,EDGE-06,0.7038
VSDT-01087,0.6521,0.2171,0.4143,0.3434,Cloud,CLOUD-13,0.5095
VSDT-01088,0,-0.55,0.295,0.5039,Local Edge,EDGE-06,0.5978
VSDT-01089,0.638,-0.55,0.27,0.5408,Local Edge,EDGE-05,0.646
VSDT-01090,0.1936,0.2708,0.2904,0.4355,Local Edge,EDGE-02,0.6121
VSDT-01091,0.5085,0.278,0.424,0.2458,Peer Edge,EDGE-08,0.4273
VSDT-01092,0,0.266,0.5203,0.5304,Peer Edge,EDGE-10,0.5548
VSDT-01093,0.5426,0.0882,0.5003,0.5203,Peer Edge,EDGE-09,0.5754
VSDT-01094,0.7609,0.2611,0.4892,0.6939,Local Edge,EDGE-05,0.6393
VSDT-01095,0.6751,-0.55,0.4793,0.5435,Local Edge,EDGE-02,0.5785
VSDT-01096,0.2772,-0.55,0.4268,0.4005,Local Edge,EDGE-03,0.5014
VSDT-01097,0.4756,-0.55,0.4148,0.4659,Cloud,CLOUD-12,0.5624
VSDT-01098,0.5662,-0.55,0.4051,0.4588,Local Edge,EDGE-04,0.5691
VSDT-01099,0.3531,0.3284,0.4006,0.4671,Local Edge,EDGE-01,0.6019
VSDT-01100,0.4302,0.3228,0.3707,0.6348,Local Edge,EDGE-02,0.6766
VSDT-01101,0.5689,-0.55,0.3974,0.5109,Local Edge,EDGE-04,0.5995
VSDT-01102,0.3358,0.28,0.3078,0.5989,Local Edge,EDGE-04,0.6714
VSDT-01103,0.5463,0.0915,0.3746,0.4551,Local Edge,EDGE-03,0.5081
VSDT-01104,0.687,-0.55,0.3949,0.696,Local Edge,EDGE-04,0.6678
VSDT-01105,0,0.2256,0.329,0.5366,Local Edge,EDGE-06,0.6484
VSDT-01106,0.8276,0.2767,0.3156,0.4442,Peer Edge,EDGE-07,0.5601
VSDT-01107,0.455,0.2649,0.2675,0.5418,Local Edge,EDGE-05,0.6697
VSDT-01108,0.5117,0.272,0.4076,0.4758,Peer Edge,EDGE-11,0.5739
VSDT-01109,0,0.0909,0.2972,0.1531,Cloud,CLOUD-13,0.4454
VSDT-01110,0.3431,-0.55,0.3547,0.5847,Local Edge,EDGE-04,0.6523
VSDT-01111,0.583,-0.55,0.5046,0.6696,Local Edge,EDGE-04,0.6001
VSDT-01112,0.7699,0.0928,0.2279,0.3222,Local Edge,EDGE-03,0.5008
VSDT-01113,0.5522,0.0875,0.3142,0.4835,Local Edge,EDGE-01,0.6039
VSDT-01114,0.5723,0.0822,0.3394,0.6797,Local Edge,EDGE-06,0.6754
VSDT-01115,0.1861,-0.55,0.4465,0.5321,Cloud,CLOUD-14,0.5731
VSDT-01116,0.3962,0.2648,0.3436,0.4514,Local Edge,EDGE-05,0.5895
VSDT-01117,0.8489,0.2593,0.1873,0.3675,Local Edge,EDGE-03,0.5213
VSDT-01118,0.6635,0.3285,0.5549,0.3376,Peer Edge,EDGE-07,0.4147
